Player,Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
Moritz Wagner,2015-16,Michigan,Big Ten,FR,30,0,8.6,1.2,2.0,.607,1.2,1.6,.714,0.1,0.4,.167,0.3,0.6,.556,0.7,0.9,1.6,0.1,0.2,0.2,0.5,1.6,2.9,,7.92
Moritz Wagner,2016-17,Michigan,Big Ten,SO,38,38,23.9,4.4,7.9,.560,3.2,4.9,.661,1.2,3.0,.395,2.0,2.8,.726,1.3,2.8,4.2,0.5,1.0,0.4,1.4,2.7,12.1,,10.17
Moritz Wagner,2017-18,Michigan,Big Ten,JR,39,39,27.6,5.5,10.5,.528,3.9,6.4,.614,1.6,4.1,.394,1.9,2.8,.694,1.5,5.7,7.1,0.8,1.0,0.5,1.4,3.1,14.6,,9.41
Landry Shamet,2015-16,Wichita State,MVC,FR,3,1,17.7,2.3,5.3,.438,1.3,2.0,.667,1.0,3.3,.300,3.0,4.0,.750,1.0,1.7,2.7,1.7,1.7,0.3,0.7,2.7,8.7,,4.24
Landry Shamet,2016-17,Wichita State,MVC,FR,36,35,26.7,3.8,7.9,.472,1.8,3.4,.516,2.0,4.6,.439,1.9,2.4,.802,0.6,2.2,2.8,3.3,0.7,0.2,1.1,2.1,11.4,,2.96
Landry Shamet,2017-18,Wichita State,AAC,SO,32,32,31.7,4.8,9.8,.489,2.2,3.9,.560,2.6,5.9,.442,2.7,3.2,.825,0.4,2.8,3.2,5.2,0.7,0.2,2.1,1.9,14.9,,5.46
Robert Williams,2016-17,Texas A&M,SEC,FR,31,17,25.8,5.0,8.9,.558,4.9,8.3,.589,0.1,0.6,.111,1.9,3.2,.590,3.0,5.1,8.2,1.4,0.7,2.5,1.7,1.8,11.9,,7.97
Robert Williams,2017-18,Texas A&M,SEC,SO,30,23,25.6,4.6,7.3,.632,4.6,6.9,.668,0.0,0.4,.000,1.1,2.3,.471,2.4,6.9,9.2,1.4,0.8,2.6,1.7,2.2,10.4,,10.62
Jacob Evans,2015-16,Cincinnati,AAC,FR,33,8,24.4,2.8,7.7,.372,1.5,3.6,.415,1.4,4.1,.333,1.4,1.7,.804,1.1,3.0,4.1,1.6,0.8,0.8,0.8,1.8,8.4,,5.25
Jacob Evans,2016-17,Cincinnati,AAC,SO,36,36,31.6,4.7,9.9,.473,2.8,5.3,.521,1.9,4.6,.418,2.3,3.1,.732,1.5,2.7,4.2,2.7,1.3,0.8,1.3,2.1,13.5,,5.49
Jacob Evans,2017-18,Cincinnati,AAC,JR,36,36,30.8,4.5,10.5,.427,2.8,6.0,.470,1.7,4.5,.370,2.4,3.2,.754,1.4,3.3,4.7,3.1,1.3,1.0,1.8,2.0,13.0,,3.53
Omari Spellman,2017-18,Villanova,Big East,FR,40,39,28.1,4.0,8.4,.476,2.4,4.7,.511,1.6,3.8,.433,1.2,1.8,.700,2.3,5.8,8.0,0.8,0.7,1.5,1.0,2.3,10.9,,10.24
Jevon Carter,2014-15,West Virginia,Big 12,FR,35,4,23.8,2.7,7.5,.360,1.3,3.2,.423,1.4,4.4,.314,1.3,1.7,.770,1.1,1.2,2.3,1.8,1.9,0.1,1.2,1.9,8.1,,9.29
Jevon Carter,2015-16,West Virginia,Big 12,SO,35,35,27.7,3.2,8.3,.383,1.9,4.2,.459,1.3,4.1,.306,1.9,2.6,.744,0.7,2.1,2.9,3.3,1.7,0.3,1.7,2.4,9.5,,9.78
Jevon Carter,2016-17,West Virginia,Big 12,JR,37,36,32.0,4.5,10.2,.439,2.5,5.2,.487,1.9,5.0,.389,2.6,3.4,.774,1.0,3.9,5.0,3.7,2.5,0.2,1.8,2.6,13.5,,9.67
Jevon Carter,2017-18,West Virginia,Big 12,SR,37,37,35.5,5.8,13.8,.422,3.7,8.5,.441,2.1,5.3,.393,3.6,4.2,.858,0.8,3.9,4.6,6.6,3.0,0.4,2.6,3.0,17.3,,9.38
Jalen Brunson,2015-16,Villanova,Big East,FR,40,39,24.0,3.2,7.0,.452,1.9,3.8,.510,1.2,3.2,.383,2.1,2.7,.774,0.5,1.3,1.8,2.5,0.7,0.0,1.8,1.8,9.6,,9.71
Jalen Brunson,2016-17,Villanova,Big East,SO,36,36,31.1,5.1,9.4,.541,3.9,6.3,.621,1.2,3.1,.378,3.3,3.8,.876,0.5,2.1,2.6,4.1,0.9,0.0,2.1,1.6,14.7,,9.28
Jalen Brunson,2017-18,Villanova,Big East,JR,40,40,31.8,6.8,13.0,.521,4.6,7.7,.599,2.2,5.3,.408,3.3,4.1,.802,0.3,2.8,3.1,4.6,0.9,0.0,1.8,2.0,18.9,,10.24
Devonte' Graham,2014-15,Kansas,Big 12,FR,29,0,17.8,1.6,4.0,.393,1.0,2.7,.377,0.6,1.4,.425,1.9,2.6,.724,0.3,1.2,1.5,2.1,0.9,0.0,1.1,1.5,5.7,,12.13
Devonte' Graham,2015-16,Kansas,Big 12,SO,38,36,32.6,3.8,8.2,.460,1.8,3.8,.483,2.0,4.5,.441,1.8,2.4,.744,0.3,3.0,3.3,3.7,1.4,0.1,1.7,2.1,11.3,,11.22
Devonte' Graham,2016-17,Kansas,Big 12,JR,36,36,35.3,4.4,10.2,.428,1.8,3.5,.504,2.6,6.7,.388,2.0,2.6,.793,0.5,2.6,3.1,4.1,1.5,0.2,1.8,1.6,13.4,,12.23
Devonte' Graham,2017-18,Kansas,Big 12,SR,39,39,37.8,5.1,12.8,.400,2.3,5.8,.392,2.8,6.9,.406,4.3,5.2,.827,0.6,3.4,4.0,7.2,1.6,0.1,2.8,1.4,17.3,,11.88
Melvin Frazier,2015-16,Tulane,AAC,FR,34,11,19.5,1.9,4.6,.401,1.3,2.8,.479,0.5,1.9,.286,0.9,1.8,.516,1.2,1.9,3.1,0.7,0.9,0.3,1.1,1.4,5.2,,3.79
Melvin Frazier,2016-17,Tulane,AAC,SO,30,28,30.2,3.9,8.9,.438,3.0,5.4,.553,0.9,3.5,.264,2.7,4.1,.667,1.3,3.3,4.6,1.5,1.9,0.5,2.4,2.7,11.5,,4.25
Melvin Frazier,2017-18,Tulane,AAC,JR,30,30,34.4,6.0,10.7,.556,4.8,7.7,.623,1.2,3.0,.385,2.8,3.9,.712,1.2,4.4,5.6,2.9,2.2,0.7,2.6,2.0,15.9,,2.08
Gary Trent Jr.,2017-18,Duke,ACC,FR,37,37,33.9,4.8,11.5,.415,2.2,5.0,.430,2.6,6.5,.402,2.3,2.6,.876,0.8,3.4,4.2,1.4,1.2,0.1,1.0,1.7,14.5,,9.70
Khyri Thomas,2015-16,Creighton,Big East,FR,34,28,18.6,2.4,5.1,.471,1.7,3.5,.496,0.7,1.6,.418,0.7,1.4,.521,0.8,2.9,3.7,1.4,1.0,0.1,1.1,1.9,6.2,,6.44
Khyri Thomas,2016-17,Creighton,Big East,SO,35,34,31.2,4.7,9.2,.505,3.3,5.9,.568,1.3,3.3,.393,1.7,2.2,.766,1.5,4.3,5.8,3.3,1.5,0.4,2.0,1.6,12.3,,8.95
Khyri Thomas,2017-18,Creighton,Big East,JR,33,33,31.7,5.6,10.4,.538,3.7,5.8,.639,1.9,4.6,.411,2.0,2.6,.788,1.1,3.3,4.4,2.8,1.7,0.2,1.8,1.9,15.1,,8.10
Jarred Vanderbilt,2017-18,Kentucky,SEC,FR,14,0,17.0,2.1,4.9,.426,2.1,4.8,.433,0.0,0.1,.000,1.7,2.7,.632,3.3,4.6,7.9,1.0,0.4,0.8,1.1,2.6,5.9,,10.73
Bruce Brown,2016-17,Miami (FL),ACC,FR,33,29,31.9,4.1,8.8,.459,3.1,6.0,.513,1.0,2.9,.347,2.7,3.7,.744,1.5,4.2,5.6,3.2,1.5,0.5,2.0,2.5,11.8,,9.57
Bruce Brown,2017-18,Miami (FL),ACC,SO,19,19,33.7,4.1,9.9,.415,3.3,6.7,.484,0.8,3.2,.267,2.3,3.7,.629,1.3,5.8,7.1,4.0,1.3,0.8,2.3,2.3,11.4,,6.96
Justin Jackson,2016-17,Maryland,Big Ten,FR,33,30,27.8,3.5,8.1,.438,2.2,4.9,.438,1.4,3.2,.438,2.0,2.9,.698,1.8,4.3,6.0,0.9,0.9,0.8,1.6,2.2,10.5,,8.29
Justin Jackson,2017-18,Maryland,Big Ten,SO,11,10,29.2,3.4,9.2,.366,2.5,5.5,.443,0.9,3.6,.250,2.2,2.6,.828,2.5,5.6,8.1,1.9,0.8,0.8,2.9,1.4,9.8,,7.94
Hamidou Diallo,2017-18,Kentucky,SEC,FR,37,37,24.8,3.6,8.5,.428,2.9,6.4,.458,0.7,2.1,.338,2.1,3.4,.616,0.9,2.8,3.6,1.2,0.8,0.4,1.4,2.6,10.0,,10.73
De'Anthony Melton,2016-17,USC,Pac-12,FR,36,25,27.0,2.8,6.4,.437,2.2,4.4,.510,0.6,2.1,.284,2.1,3.0,.706,1.4,3.3,4.7,3.5,1.9,1.0,1.8,2.3,8.3,,6.40
Svi Mykhailiuk,2014-15,Kansas,Big 12,FR,26,6,11.2,1.0,3.3,.306,0.4,1.3,.333,0.6,2.0,.288,0.2,0.2,.833,0.3,0.9,1.2,0.7,0.3,0.0,0.6,0.7,2.8,,12.13
Svi Mykhailiuk,2015-16,Kansas,Big 12,SO,35,0,12.8,1.9,4.3,.450,0.9,1.6,.526,1.1,2.6,.402,0.5,0.7,.680,0.3,1.0,1.3,0.9,0.3,0.1,0.7,1.2,5.4,,11.22
Svi Mykhailiuk,2016-17,Kansas,Big 12,JR,36,25,27.3,3.4,7.8,.443,1.5,2.9,.519,1.9,4.9,.398,0.9,1.3,.702,0.8,2.2,3.0,1.3,0.9,0.3,1.1,2.0,9.8,,12.23
Svi Mykhailiuk,2017-18,Kansas,Big 12,SR,39,39,34.5,5.3,12.1,.434,2.3,5.5,.423,2.9,6.6,.444,1.2,1.4,.804,1.1,2.8,3.9,2.7,1.2,0.3,1.7,2.5,14.6,,11.88
Keita Bates-Diop,2014-15,Ohio State,Big Ten,FR,33,0,9.9,1.3,2.8,.473,0.8,1.6,.481,0.5,1.2,.462,0.6,0.8,.679,0.4,1.7,2.1,0.5,0.3,0.6,0.4,0.7,3.8,,7.37
Keita Bates-Diop,2015-16,Ohio State,Big Ten,SO,33,33,31.5,4.3,9.4,.453,3.2,6.1,.525,1.1,3.4,.324,2.1,2.7,.787,1.4,4.9,6.4,1.1,0.7,1.2,1.4,1.8,11.8,,7.08
Keita Bates-Diop,2016-17,Ohio State,Big Ten,JR,9,3,23.3,4.1,8.2,.500,3.8,6.6,.576,0.3,1.7,.200,1.1,1.6,.714,1.3,3.9,5.2,1.3,0.2,1.3,1.6,1.4,9.7,,7.28
Keita Bates-Diop,2017-18,Ohio State,Big Ten,JR,34,34,33.1,7.3,15.1,.480,5.3,9.7,.547,1.9,5.4,.359,3.3,4.1,.794,1.5,7.2,8.7,1.6,0.9,1.6,1.8,1.7,19.8,,9.02
Chimezie Metu,2015-16,USC,Pac-12,FR,34,2,18.5,2.6,5.0,.518,2.6,5.0,.521,0.0,0.0,.000,1.2,2.4,.513,1.6,2.0,3.6,0.5,0.6,1.6,1.1,2.5,6.4,,7.64
Chimezie Metu,2016-17,USC,Pac-12,SO,36,36,31.3,5.6,10.2,.552,5.6,10.1,.552,0.0,0.1,.500,3.6,4.8,.741,2.0,5.8,7.8,1.4,0.8,1.5,2.1,2.5,14.8,,6.40
Chimezie Metu,2017-18,USC,Pac-12,JR,34,33,31.0,6.0,11.5,.523,5.7,10.4,.548,0.4,1.2,.300,3.3,4.5,.730,1.9,5.6,7.4,1.6,0.8,1.7,2.0,2.6,15.7,,6.29
Tony Carr,2016-17,Penn State,Big Ten,FR,33,33,32.8,4.3,11.3,.377,3.3,8.2,.399,1.0,3.1,.320,3.7,4.8,.771,0.7,4.1,4.8,4.2,0.7,0.3,2.6,2.2,13.2,,8.90
Tony Carr,2017-18,Penn State,Big Ten,SO,37,37,35.4,6.6,16.2,.408,4.2,10.7,.395,2.4,5.5,.433,4.0,5.0,.799,0.9,4.1,4.9,5.0,0.8,0.3,2.3,1.8,19.6,,7.79
Vince Edwards,2014-15,Purdue,Big Ten,FR,33,30,26.9,3.3,6.9,.482,2.5,4.2,.583,0.9,2.7,.326,1.2,1.6,.788,1.9,2.9,4.8,2.7,0.4,0.4,1.5,2.2,8.8,,7.64
Vince Edwards,2015-16,Purdue,Big Ten,SO,35,35,27.5,4.0,8.8,.450,2.7,5.6,.474,1.3,3.2,.407,2.1,2.5,.820,1.8,3.5,5.4,2.9,0.5,0.3,1.7,2.2,11.3,,7.46
Vince Edwards,2016-17,Purdue,Big Ten,JR,35,27,28.6,4.6,9.4,.486,3.2,6.2,.518,1.3,3.2,.423,2.1,2.5,.820,1.9,3.1,4.9,3.2,0.6,0.5,1.7,1.8,12.6,,8.79
Vince Edwards,2017-18,Purdue,Big Ten,SR,35,35,31.6,5.1,10.8,.476,3.7,7.1,.516,1.5,3.7,.398,2.9,3.4,.833,2.0,5.4,7.4,2.9,0.5,0.6,2.0,1.8,14.6,,8.74
Devon Hall,2014-15,Virginia,ACC,FR,23,1,10.6,0.7,1.7,.400,0.5,1.1,.440,0.2,0.7,.333,0.2,0.5,.455,0.1,0.7,0.7,0.8,0.4,0.0,0.5,0.8,1.8,,7.81
Devon Hall,2015-16,Virginia,ACC,SO,37,20,21.9,1.5,4.1,.375,1.0,2.4,.404,0.6,1.7,.333,0.7,0.9,.765,0.2,2.4,2.6,2.0,0.5,0.3,0.9,1.4,4.4,,11.12
Devon Hall,2016-17,Virginia,ACC,JR,34,34,27.4,2.9,7.2,.408,2.0,4.7,.428,0.9,2.5,.372,1.5,2.0,.776,0.6,3.7,4.4,1.9,0.5,0.1,1.0,1.9,8.4,,10.93
Devon Hall,2017-18,Virginia,ACC,SR,34,34,32.1,3.9,8.6,.454,2.2,4.7,.472,1.7,3.9,.432,2.2,2.5,.894,0.4,3.9,4.2,3.1,0.9,0.1,1.0,1.4,11.7,,9.05
Shake Milton,2015-16,SMU,AAC,FR,30,23,32.7,3.8,7.9,.477,2.0,3.8,.530,1.7,4.1,.426,1.2,1.7,.725,0.3,2.7,3.0,2.7,0.8,0.3,1.5,1.4,10.5,,4.56
Shake Milton,2016-17,SMU,AAC,SO,35,35,35.4,4.3,9.9,.437,2.0,4.4,.455,2.3,5.5,.423,2.0,2.6,.758,0.4,3.7,4.1,4.5,1.3,0.3,1.8,1.5,13.0,,4.45
Shake Milton,2017-18,SMU,AAC,JR,22,22,36.4,5.6,12.5,.449,3.0,6.6,.462,2.5,5.9,.434,4.3,5.0,.847,0.6,4.0,4.7,4.4,1.4,0.6,2.3,1.7,18.0,,3.66
Ray Spalding,2015-16,Louisville,ACC,FR,30,6,17.5,2.3,4.2,.560,2.3,4.1,.566,0.0,0.1,.333,0.9,1.9,.500,1.7,2.7,4.3,0.5,0.9,0.7,0.9,2.2,5.6,,7.74
Ray Spalding,2016-17,Louisville,ACC,SO,34,8,19.2,2.3,3.9,.590,2.3,3.9,.603,0.0,0.1,.000,1.2,2.3,.545,1.9,3.6,5.5,0.8,0.6,0.9,1.3,2.6,5.9,,11.15
Ray Spalding,2017-18,Louisville,ACC,JR,36,34,27.6,5.1,9.4,.543,4.9,8.8,.560,0.1,0.5,.263,2.0,3.2,.640,3.1,5.5,8.7,1.3,1.5,1.7,1.7,3.0,12.3,,9.07
Kevin Hervey,2014-15,UT Arlington,Sun Belt,FR,31,15,21.7,2.5,6.8,.368,1.6,3.2,.490,0.9,3.6,.259,1.1,1.6,.714,1.9,4.1,6.0,0.7,0.6,0.3,1.4,2.0,7.1,,-2.76
Kevin Hervey,2015-16,UT Arlington,Sun Belt,SO,16,16,29.8,6.4,14.1,.453,4.5,8.3,.545,1.9,5.8,.323,3.5,4.6,.757,2.3,7.5,9.8,2.9,0.7,0.8,2.4,1.7,18.1,,-3.42
Kevin Hervey,2016-17,UT Arlington,Sun Belt,JR,35,28,27.8,5.9,12.9,.459,4.0,7.3,.549,1.9,5.7,.343,3.2,4.3,.753,1.4,7.1,8.5,2.1,1.2,0.4,1.9,1.9,17.1,,-0.87
Kevin Hervey,2017-18,UT Arlington,Sun Belt,SR,33,25,32.2,7.4,16.5,.446,5.0,9.6,.522,2.3,6.9,.339,3.4,4.2,.807,2.3,6.2,8.5,2.2,1.2,0.6,2.7,1.8,20.5,,-1.44
Thomas Welsh,2014-15,UCLA,Pac-12,FR,36,3,15.7,1.7,3.7,.470,1.7,3.7,.470,0.0,0.0,,0.4,0.6,.609,1.5,2.3,3.8,0.2,0.4,1.1,0.5,2.4,3.8,,8.27
Thomas Welsh,2015-16,UCLA,Pac-12,SO,31,26,26.8,5.1,8.6,.590,5.1,8.6,.590,0.0,0.0,,1.1,1.5,.756,3.2,5.3,8.5,0.5,0.3,1.0,0.8,2.8,11.2,,9.69
Thomas Welsh,2016-17,UCLA,Pac-12,JR,32,32,25.1,4.7,8.1,.585,4.7,8.0,.584,0.0,0.0,1.000,1.3,1.5,.894,2.2,6.5,8.7,1.0,0.3,1.3,0.4,2.5,10.8,,6.39
Thomas Welsh,2017-18,UCLA,Pac-12,SR,33,33,33.2,4.9,10.1,.485,3.5,6.7,.527,1.4,3.4,.402,1.5,1.8,.828,2.6,8.2,10.8,1.4,0.7,0.9,1.0,2.4,12.6,,6.86
George King,2013-14,Colorado,Pac-12,FR,27,0,5.5,0.4,1.4,.282,0.3,0.7,.368,0.1,0.7,.200,0.6,0.9,.652,0.2,1.3,1.5,0.2,0.1,0.0,0.4,0.5,1.5,,8.80
George King,2015-16,Colorado,Pac-12,SO,34,27,25.4,4.5,10.0,.446,2.5,5.6,.438,2.0,4.4,.456,2.6,3.5,.748,1.6,3.1,4.7,0.7,0.4,0.2,1.9,1.8,13.6,,7.64
George King,2016-17,Colorado,Pac-12,JR,34,31,27.7,4.1,8.9,.460,2.7,5.2,.520,1.4,3.7,.376,1.6,2.3,.671,2.0,4.8,6.8,0.7,0.5,0.2,1.7,2.1,11.1,,6.00
George King,2017-18,Colorado,Pac-12,SR,32,31,28.5,4.4,10.0,.445,2.5,5.1,.494,1.9,4.9,.395,2.1,2.7,.782,1.8,6.1,7.8,1.1,0.5,0.7,2.0,2.4,12.9,,7.00
Kostas Antetokounmpo,2017-18,Dayton,A-10,FR,29,6,15.1,2.0,3.5,.574,1.9,3.0,.651,0.1,0.5,.133,1.1,2.2,.516,0.8,2.0,2.9,0.4,0.2,1.1,1.3,2.3,5.2,,2.71
Markelle Fultz,2016-17,Washington,Pac-12,FR,25,25,35.7,8.4,17.6,.476,6.3,12.5,.502,2.1,5.0,.413,4.4,6.7,.649,1.3,4.4,5.7,5.9,1.6,1.2,3.2,2.5,23.2,,6.82
Lonzo Ball,2016-17,UCLA,Pac-12,FR,36,36,35.1,5.3,9.5,.551,3.0,4.1,.732,2.2,5.4,.412,1.8,2.7,.673,0.9,5.1,6.0,7.6,1.8,0.8,2.5,1.8,14.6,,6.39
Jayson Tatum,2016-17,Duke,ACC,FR,29,27,33.3,5.7,12.6,.452,4.3,8.6,.504,1.4,4.0,.342,4.1,4.8,.849,1.3,6.0,7.3,2.1,1.3,1.1,2.6,3.0,16.8,,10.91
Josh Jackson,2016-17,Kansas,Big 12,FR,35,35,30.8,6.3,12.3,.513,5.3,9.7,.549,1.0,2.6,.378,2.8,4.9,.566,2.3,5.1,7.4,3.0,1.7,1.1,2.8,3.0,16.3,,12.23
De'Aaron Fox,2016-17,Kentucky,SEC,FR,36,34,29.6,5.9,12.4,.479,5.5,10.5,.521,0.5,1.9,.246,4.3,5.9,.736,0.6,3.4,4.0,4.6,1.5,0.2,2.4,2.5,16.7,,10.49
Jonathan Isaac,2016-17,Florida State,ACC,FR,32,32,26.2,4.1,8.0,.508,3.1,5.2,.593,1.0,2.8,.348,2.9,3.7,.780,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,,8.87
Lauri Markkanen,2016-17,Arizona,Pac-12,FR,37,37,30.8,5.0,10.2,.492,3.1,5.8,.545,1.9,4.4,.423,3.7,4.4,.835,2.4,4.8,7.2,0.9,0.4,0.5,1.1,2.0,15.6,,7.63
Dennis Smith Jr.,2016-17,NC State,ACC,FR,32,32,34.8,6.0,13.1,.455,4.3,8.3,.509,1.7,4.8,.359,4.5,6.3,.715,0.8,3.8,4.6,6.2,1.9,0.4,3.4,2.1,18.1,,8.09
Zach Collins,2016-17,Gonzaga,WCC,FR,39,0,17.3,3.5,5.3,.652,3.2,4.8,.672,0.3,0.5,.476,2.8,3.8,.743,1.7,4.2,5.9,0.4,0.5,1.8,1.5,2.7,10.0,,4.13
Malik Monk,2016-17,Kentucky,SEC,FR,38,37,32.1,6.6,14.7,.450,3.9,7.8,.497,2.7,6.9,.397,3.9,4.7,.822,0.3,2.2,2.5,2.3,0.9,0.5,2.0,1.9,19.8,,10.49
Luke Kennard,2015-16,Duke,ACC,FR,36,11,26.7,3.9,9.3,.421,2.4,4.5,.528,1.5,4.8,.320,2.4,2.8,.889,1.0,2.6,3.6,1.5,0.9,0.2,0.8,1.9,11.8,,10.59
Luke Kennard,2016-17,Duke,ACC,SO,37,36,35.5,6.4,13.1,.489,4.0,7.7,.525,2.4,5.4,.438,4.3,5.1,.856,1.2,3.9,5.1,2.5,0.8,0.4,1.6,2.2,19.5,,10.91
Donovan Mitchell,2015-16,Louisville,ACC,FR,31,5,19.1,2.7,6.1,.442,2.1,3.8,.559,0.6,2.3,.250,1.4,1.8,.754,1.1,2.3,3.4,1.7,0.8,0.1,1.0,2.5,7.4,,7.74
Donovan Mitchell,2016-17,Louisville,ACC,SO,34,33,32.3,5.3,13.1,.408,3.0,6.4,.463,2.4,6.6,.354,2.6,3.2,.806,1.1,3.8,4.9,2.7,2.1,0.5,1.6,2.6,15.6,,11.15
Bam Adebayo,2016-17,Kentucky,SEC,FR,38,38,30.1,4.5,7.5,.599,4.5,7.5,.599,0.0,0.0,,4.1,6.2,.653,3.1,4.9,8.0,0.8,0.7,1.5,1.7,2.6,13.0,,10.49
Justin Jackson,2014-15,UNC,ACC,FR,38,37,26.7,4.1,8.7,.477,3.4,6.2,.544,0.7,2.4,.304,1.7,2.4,.710,1.4,2.3,3.7,2.3,0.5,0.5,1.4,1.4,10.7,,11.76
Justin Jackson,2015-16,UNC,ACC,SO,40,38,28.4,4.9,10.4,.466,4.0,7.4,.537,0.9,3.0,.292,1.6,2.4,.667,1.8,2.1,3.9,2.8,0.6,0.4,1.1,1.7,12.2,,10.69
Justin Jackson,2016-17,UNC,ACC,JR,40,39,32.0,6.6,14.9,.443,4.0,7.8,.510,2.6,7.1,.370,2.5,3.3,.748,1.5,3.2,4.7,2.8,0.8,0.2,1.7,1.4,18.3,,11.76
Justin Patton,2016-17,Creighton,Big East,FR,35,34,25.3,5.7,8.5,.676,5.5,8.0,.683,0.2,0.4,.533,1.3,2.5,.517,1.7,4.5,6.2,1.2,0.9,1.4,1.7,2.7,12.9,,8.95
D.J. Wilson,2014-15,Michigan,Big Ten,FR,5,0,4.8,0.2,0.8,.250,0.2,0.6,.333,0.0,0.2,.000,0.0,0.0,,0.2,1.0,1.2,0.0,0.0,0.6,0.2,0.8,0.4,,9.59
D.J. Wilson,2015-16,Michigan,Big Ten,SO,26,0,6.1,1.0,2.2,.474,0.7,1.3,.576,0.3,0.9,.333,0.3,0.4,.727,0.2,0.5,0.7,0.3,0.2,0.4,0.3,0.8,2.7,,7.92
D.J. Wilson,2016-17,Michigan,Big Ten,JR,38,36,30.4,4.3,8.0,.538,3.2,5.1,.631,1.1,2.9,.373,1.3,1.6,.833,1.5,3.8,5.3,1.3,0.5,1.5,1.1,1.9,11.0,,10.17
T.J. Leaf,2016-17,UCLA,Pac-12,FR,35,35,29.9,6.7,10.9,.617,5.9,9.2,.644,0.8,1.7,.466,2.1,3.0,.679,2.2,6.0,8.2,2.4,0.6,1.1,1.5,2.5,16.3,,6.39
John Collins,2015-16,Wake Forest,ACC,FR,31,1,14.4,2.6,4.8,.547,2.6,4.8,.547,0.0,0.0,,2.1,3.0,.691,1.7,2.3,3.9,0.2,0.3,0.7,1.0,2.6,7.3,,10.53
John Collins,2016-17,Wake Forest,ACC,SO,33,33,26.6,7.1,11.4,.622,7.1,11.4,.624,0.0,0.0,.000,5.0,6.7,.745,3.8,6.1,9.8,0.5,0.6,1.6,1.8,3.0,19.2,,9.80
Harry Giles,2016-17,Duke,ACC,FR,26,6,11.5,1.7,3.0,.577,1.7,3.0,.577,0.0,0.0,,0.5,0.9,.500,1.6,2.3,3.8,0.3,0.3,0.7,0.7,2.2,3.9,,10.91
Jarrett Allen,2016-17,Texas,Big 12,FR,33,33,32.2,5.4,9.6,.566,5.4,9.4,.579,0.0,0.2,.000,2.5,4.5,.564,3.0,5.4,8.4,0.8,0.6,1.5,2.5,2.1,13.4,,12.75
OG Anunoby,2015-16,Indiana,Big Ten,FR,34,0,13.7,1.9,3.4,.569,1.6,2.6,.609,0.4,0.9,.448,0.6,1.2,.476,1.2,1.4,2.6,0.5,0.8,0.8,0.8,1.5,4.9,,6.90
OG Anunoby,2016-17,Indiana,Big Ten,SO,16,10,25.1,4.3,7.6,.557,3.4,4.8,.701,0.9,2.8,.311,1.7,3.0,.563,1.8,3.7,5.4,1.4,1.3,1.3,1.6,2.1,11.1,,8.16
Tyler Lydon,2015-16,Syracuse,ACC,FR,37,0,30.3,3.4,7.2,.479,2.1,3.9,.542,1.3,3.3,.405,1.9,2.5,.774,1.8,4.5,6.3,1.1,1.1,1.8,1.3,2.7,10.1,,9.75
Tyler Lydon,2016-17,Syracuse,ACC,SO,34,34,36.1,4.4,9.4,.473,3.0,5.7,.523,1.4,3.6,.395,2.9,3.4,.836,2.3,6.3,8.6,2.1,1.0,1.4,1.7,2.5,13.2,,8.47
Caleb Swanigan,2015-16,Purdue,Big Ten,FR,34,34,25.7,3.8,8.3,.461,3.2,6.2,.519,0.6,2.1,.292,2.0,2.8,.713,1.6,6.7,8.3,1.8,0.4,0.2,2.6,2.2,10.2,,7.46
Caleb Swanigan,2016-17,Purdue,Big Ten,SO,35,35,32.5,6.3,12.0,.527,5.3,9.6,.548,1.1,2.4,.447,4.7,6.0,.781,2.7,9.7,12.5,3.1,0.4,0.8,3.4,2.8,18.5,,8.79
Kyle Kuzma,2014-15,Utah,Pac-12,FR,31,0,8.1,1.2,2.5,.456,0.8,1.5,.556,0.4,1.1,.324,0.6,1.2,.556,0.3,1.5,1.8,0.6,0.0,0.2,0.6,1.0,3.3,,7.42
Kyle Kuzma,2015-16,Utah,Pac-12,SO,36,35,24.1,4.3,8.2,.522,3.9,6.8,.578,0.4,1.4,.255,1.8,3.0,.617,1.8,3.9,5.7,1.4,0.3,0.4,2.0,2.0,10.8,,8.79
Kyle Kuzma,2016-17,Utah,Pac-12,JR,29,29,30.8,6.3,12.4,.504,5.3,9.6,.560,0.9,2.9,.321,2.9,4.4,.669,2.8,6.6,9.3,2.4,0.6,0.5,2.1,1.6,16.4,,4.32
Tony Bradley,2016-17,UNC,ACC,FR,38,0,14.6,2.7,4.7,.573,2.7,4.7,.573,0.0,0.0,,1.7,2.8,.619,2.6,2.6,5.1,0.6,0.3,0.6,0.7,1.8,7.1,,11.76
Derrick White,2016-17,Colorado,Pac-12,SR,34,32,32.8,6.0,11.9,.507,4.4,7.6,.569,1.7,4.2,.396,4.4,5.4,.813,1.0,3.1,4.1,4.4,1.2,1.4,2.4,2.1,18.1,,6.00
Josh Hart,2013-14,Villanova,Big East,FR,34,1,21.4,2.6,5.1,.500,1.8,2.7,.670,0.8,2.4,.313,1.9,2.8,.677,1.8,2.6,4.4,0.9,0.6,0.3,0.6,2.4,7.8,,7.50
